country,resource_url,resource_title,source_type,source_title,language,source_file
India,https://gate2026.iitg.ac.in/doc/download/2025/BT2025.pdf,Biotechnology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/bt_2022.pdf,Biotechnology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/bt_2021.pdf,Biotechnology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/bt_2020.pdf,Biotechnology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/bt_2019.pdf,Biotechnology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/ce_2022.pdf,CE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/ce_merged_2021.pdf,CE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/CE1_Keys.pdf,CE-1,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/CE1FinalAnswerKey.pdf,CE-1,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/CE1_ANS_GATE2023.pdf,CE-1,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/CE2_Keys.pdf,CE-2,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/CE2FinalAnswerKey.pdf,CE-2,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/CE2_ANS_GATE2023.pdf,CE-2,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/CH_Keys.pdf,CH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/CHFinalAnswerKey.pdf,CH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/CH_ANS_GATE2023.pdf,CH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/ch_2022.pdf,CH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/ch_2021.pdf,CH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/CS_ANS_GATE2023.pdf,CS,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/cs_2022.pdf,CS,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/cs_merged_2021.pdf,CS,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/CS1_Keys.pdf,CS-1,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/CS1FinalAnswerKey.pdf,CS-1,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/CS2_Keys.pdf,CS-2,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/CS2FinalAnswerKey.pdf,CS-2,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/CY_Keys.pdf,CY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/CYFinalAnswerKey.pdf,CY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/CY_ANS_GATE2023.pdf,CY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/cy_2022.pdf,CY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/cy_2021.pdf,CY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025/CH2025.pdf,Chemical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/ch_2022.pdf,Chemical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/ch_2021.pdf,Chemical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/ch_2020.pdf,Chemical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/ch_2019.pdf,Chemical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/cy_2022.pdf,Chemistry,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/cy_2021.pdf,Chemistry,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/cy_2020.pdf,Chemistry,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/cy_2019.pdf,Chemistry,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025/CE12025.pdf,Civil Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/ce_2022.pdf,Civil Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/ce_2021.pdf,Civil Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/ce_2020.pdf,Civil Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/ce_2019.pdf,Civil Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/cs_2022.pdf,Computer Science & Information Technology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/cs_2021.pdf,Computer Science & Information Technology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/cs_2020.pdf,Computer Science & Information Technology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/cs_2019.pdf,Computer Science & Information Technology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/DA_Keys.pdf,DA,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/DAFinalAnswerKey.pdf,DA,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/sample-question-paper/Energy Science-SampleQP-Answer Key.pdf,Download Sample Question Paper,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/EC_Keys.pdf,EC,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/ECFinalAnswerKey.pdf,EC,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/EC_ANS_GATE2023.pdf,EC,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/ec_2022.pdf,EC,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/ec_2021.pdf,EC,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/EE_Keys.pdf,EE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/EEFinalAnswerKey.pdf,EE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/EE_ANS_GATE2023.pdf,EE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/ee_2022.pdf,EE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/ee_2021.pdf,EE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/ES_Keys.pdf,ES,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/ESFinalAnswerKey.pdf,ES,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/ES_ANS_GATE2023.pdf,ES,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/es_2022.pdf,ES,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/es_2021.pdf,ES,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/EY_Keys.pdf,EY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/EYFinalAnswerKey.pdf,EY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/EY_ANS_GATE2023.pdf,EY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/ey_2022.pdf,EY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/ey_2021.pdf,EY,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/ey_2022.pdf,Ecology and Evolution,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/ey_2021.pdf,Ecology and Evolution,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/ey_2020.pdf,Ecology and Evolution,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/ey_2019.pdf,Ecology and Evolution,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/ee_2022.pdf,Electrical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/ee_2021.pdf,Electrical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/ee_2020.pdf,Electrical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/ee_2019.pdf,Electrical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/ec_2022.pdf,Electronics & Communication Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/ec_2021.pdf,Electronics & Communication Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/ec_2020.pdf,Electronics & Communication Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/ec_2019.pdf,Electronics & Communication Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/xe_2022.pdf,Engineering Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/xe_2021.pdf,Engineering Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/xe_2020.pdf,Engineering Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/xe_2019.pdf,Engineering Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/es_2022.pdf,Environmental Science & Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/es_2021.pdf,Environmental Science & Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/exam-cities.html,Exam Cities,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/examination-schedule.html,GATE 2026 Examination Schedule,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/IB/GATE2026-IB-10102025.pdf,GATE 2026 INFORMATION BROCHURE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/QPs-answer-keys.html,GATE 2026 MASTER QUESTION PAPERS AND ANSWER KEYS,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/GATE2026_Newspaper_Advertisement.pdf,GATE 2026 NEWSPAPER ADVERTISEMENT,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/Poster/Final Poster Design for GATE 2026.pdf,GATE 2026 POSTER,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/exam-papers-and-syllabus.html,GATE 2026 Test PAPERS & Syllabus,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/two-paper-combinations.html,GATE 2026 Two-Paper Combinations,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/download.html,GATE downloads archive — official gateway,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/GE_Keys.pdf,GE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/GEFinalAnswerKey.pdf,GE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/GE_ANS_GATE2023.pdf,GE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/ge_2022.pdf,GE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/gg-merged_2022.pdf,GG,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/gg_2021.pdf,GG,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/GG1_Keys.pdf,GG-1,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/GG1FinalAnswerKey.pdf,GG-1,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/GG_G1_ANS_GATE2023.pdf,GG-1,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/GG2_Keys.pdf,GG-2,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/GG2FinalAnswerKey.pdf,GG-2,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/GG_G2_ANS_GATE2023.pdf,GG-2,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/gg_2022.pdf,Geology & Geophysics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/gg_2021.pdf,Geology & Geophysics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/gg_2020.pdf,Geology & Geophysics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/gg_2019.pdf,Geology & Geophysics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025/GG-1_2025.pdf,Geology and Geophysics - Geology,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025/GG-2_2025.pdf,Geology and Geophysics - Geophysics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/ge_2022.pdf,Geomatics Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/xh_2022.pdf,Humanities & Social Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/xh_2021.pdf,Humanities & Social Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/IN_Keys.pdf,IN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/INFinalAnswerKey.pdf,IN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/IN_ANS_GATE2023.pdf,IN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/in_2022.pdf,IN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/in_2021.pdf,IN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/in_2022.pdf,Instrumentation Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/in_2021.pdf,Instrumentation Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/in_2020.pdf,Instrumentation Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/in_2019.pdf,Instrumentation Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/xl_2022.pdf,Life Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/xl_2021.pdf,Life Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/xl_2020.pdf,Life Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/xl_2019.pdf,Life Sciences,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/MA_Keys.pdf,MA,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/MAFinalAnswerKey.pdf,MA,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/MA_ANS_GATE2023.pdf,MA,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/ma_2022.pdf,MA,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/ma_2021.pdf,MA,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/ME_Keys.pdf,ME,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/MEFinalAnswerKey.pdf,ME,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/ME_ANS_GATE2023.pdf,ME,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/me-merged_2022.pdf,ME,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/me_merged_2021.pdf,ME,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/MN_Keys.pdf,MN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/MNFinalAnswerKey.pdf,MN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/MN_ANS_GATE2023.pdf,MN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/mn_2022.pdf,MN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/mn_2021.pdf,MN,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/MT_Keys.pdf,MT,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/MTFinalAnswerKey.pdf,MT,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/MT_ANS_GATE2023.pdf,MT,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/mt_2022.pdf,MT,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/mt_2021.pdf,MT,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/ma_2022.pdf,Mathematics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/ma_2021.pdf,Mathematics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/ma_2020.pdf,Mathematics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/ma_2019.pdf,Mathematics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/me_2022.pdf,Mechanical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/me_2021.pdf,Mechanical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/me_2020.pdf,Mechanical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/me_2019.pdf,Mechanical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/mt_2022.pdf,Metallurgical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/mt_2021.pdf,Metallurgical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/mt_2020.pdf,Metallurgical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/mt_2019.pdf,Metallurgical Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/mn_2022.pdf,Mining Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/mn_2021.pdf,Mining Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/mn_2020.pdf,Mining Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/mn_2019.pdf,Mining Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/mock-test-links.html,Mock Test Links,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/NM_Keys.pdf,NM,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/NMFinalAnswerKey.pdf,NM,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/NM_ANS_GATE2023.pdf,NM,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/nm_2022.pdf,NM,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/nm_2022.pdf,Naval Architecture & Marine Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/PE_Keys.pdf,PE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/PEFinalAnswerKey.pdf,PE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/PE_ANS_GATE2023.pdf,PE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/pe_2022.pdf,PE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/pe_2021.pdf,PE,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/PH_Keys.pdf,PH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/PHFinalAnswerKey.pdf,PH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/PH_ANS_GATE2023.pdf,PH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/ph_2022.pdf,PH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/ph_2021.pdf,PH,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025_Key/PI_Keys.pdf,PI,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2024/PIFinalAnswerKey.pdf,PI,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2023/PI_ANS_GATE2023.pdf,PI,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2022/pi_2022.pdf,PI,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/Answer_keys2021/pi_2021.pdf,PI,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/pe_2022.pdf,Petroleum Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/pe_2021.pdf,Petroleum Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/pe_2020.pdf,Petroleum Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/pe_2019.pdf,Petroleum Engineering,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2025/PH2025.pdf,Physics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/ph_2022.pdf,Physics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2021/ph_2021.pdf,Physics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2020/ph_2020.pdf,Physics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2019/ph_2019.pdf,Physics,exam archive,GATE downloads archive,English,final_resources.csv
India,https://gate2026.iitg.ac.in/doc/download/2022/pi_2022.pdf,Production & Industrial Engineering,exam archive,GATE downloads archive,English,final_resources.csv
